,x,y
0,0.0,0.0
1,0.1111111111111111,0.0
2,0.2222222222222222,0.0
3,0.3333333333333333,0.0
4,0.4444444444444444,0.0
5,0.5555555555555556,0.0
6,0.6666666666666666,0.0
7,0.7777777777777777,0.0
8,0.8888888888888888,0.0
9,1.0,0.0
10,0.0,0.1111111111111111
11,0.1111111111111111,0.1111111111111111
12,0.2222222222222222,0.1111111111111111
13,0.3333333333333333,0.1111111111111111
14,0.4444444444444444,0.1111111111111111
15,0.5555555555555556,0.1111111111111111
16,0.6666666666666666,0.1111111111111111
17,0.7777777777777777,0.1111111111111111
18,0.8888888888888888,0.1111111111111111
19,1.0,0.1111111111111111
20,0.0,0.2222222222222222
21,0.1111111111111111,0.2222222222222222
22,0.2222222222222222,0.2222222222222222
23,0.3333333333333333,0.2222222222222222
24,0.4444444444444444,0.2222222222222222
25,0.5555555555555556,0.2222222222222222
26,0.6666666666666666,0.2222222222222222
27,0.7777777777777777,0.2222222222222222
28,0.8888888888888888,0.2222222222222222
29,1.0,0.2222222222222222
30,0.0,0.3333333333333333
31,0.1111111111111111,0.3333333333333333
32,0.2222222222222222,0.3333333333333333
33,0.3333333333333333,0.3333333333333333
34,0.4444444444444444,0.3333333333333333
35,0.5555555555555556,0.3333333333333333
36,0.6666666666666666,0.3333333333333333
37,0.7777777777777777,0.3333333333333333
38,0.8888888888888888,0.3333333333333333
39,1.0,0.3333333333333333
40,0.0,0.4444444444444444
41,0.1111111111111111,0.4444444444444444
42,0.2222222222222222,0.4444444444444444
43,0.3333333333333333,0.4444444444444444
44,0.4444444444444444,0.4444444444444444
45,0.5555555555555556,0.4444444444444444
46,0.6666666666666666,0.4444444444444444
47,0.7777777777777777,0.4444444444444444
48,0.8888888888888888,0.4444444444444444
49,1.0,0.4444444444444444
50,0.0,0.5555555555555556
51,0.1111111111111111,0.5555555555555556
52,0.2222222222222222,0.5555555555555556
53,0.3333333333333333,0.5555555555555556
54,0.4444444444444444,0.5555555555555556
55,0.5555555555555556,0.5555555555555556
56,0.6666666666666666,0.5555555555555556
57,0.7777777777777777,0.5555555555555556
58,0.8888888888888888,0.5555555555555556
59,1.0,0.5555555555555556
60,0.0,0.6666666666666666
61,0.1111111111111111,0.6666666666666666
62,0.2222222222222222,0.6666666666666666
63,0.3333333333333333,0.6666666666666666
64,0.4444444444444444,0.6666666666666666
65,0.5555555555555556,0.6666666666666666
66,0.6666666666666666,0.6666666666666666
67,0.7777777777777777,0.6666666666666666
68,0.8888888888888888,0.6666666666666666
69,1.0,0.6666666666666666
70,0.0,0.7777777777777777
71,0.1111111111111111,0.7777777777777777
72,0.2222222222222222,0.7777777777777777
73,0.3333333333333333,0.7777777777777777
74,0.4444444444444444,0.7777777777777777
75,0.5555555555555556,0.7777777777777777
76,0.6666666666666666,0.7777777777777777
77,0.7777777777777777,0.7777777777777777
78,0.8888888888888888,0.7777777777777777
79,1.0,0.7777777777777777
80,0.0,0.8888888888888888
81,0.1111111111111111,0.8888888888888888
82,0.2222222222222222,0.8888888888888888
83,0.3333333333333333,0.8888888888888888
84,0.4444444444444444,0.8888888888888888
85,0.5555555555555556,0.8888888888888888
86,0.6666666666666666,0.8888888888888888
87,0.7777777777777777,0.8888888888888888
88,0.8888888888888888,0.8888888888888888
89,1.0,0.8888888888888888
90,0.0,1.0
91,0.1111111111111111,1.0
92,0.2222222222222222,1.0
93,0.3333333333333333,1.0
94,0.4444444444444444,1.0
95,0.5555555555555556,1.0
96,0.6666666666666666,1.0
97,0.7777777777777777,1.0
98,0.8888888888888888,1.0
99,1.0,1.0
